episode_title,episode_author,link,author,Title
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,Elizabeth Taylor,Tales of the Unexpected
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,Justin Martell,The Improbable Life of Tiny Tim
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,W. H. Auden,Letters from Iceland
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,Douglas Adams and John Lloyd,The Meaning of Liff
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,L Du Garde Peach,King John and Magna Carta
Bert Fegg's Nasty Book for Boys and Girls,Terry Jones and Michael Palin,https://www.backlisted.fm/episodes/13-jones-and-palin-bert-feggs-nasty-book-for-boys-and-girls,Methuen,Monty Python’s Big Red Book
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Andy Miller,The Year of Reading Dangerously
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,The Vet’s Daughter
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Our Spoons Came From Woolworths
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Sisters by a River
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Who Was Changed and Who Was Dead
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Out of The Red Into the Blue
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,The Skin Chairs
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Birds in Tiny Cages
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barbara Comyns,Touch of Mistletoe
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Lucy Scholes,Barbara Comyns: A Writer Lost in Time
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Shelagh Delaney,Sweetly Sings the Donkey
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barry Hines,First Signs
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barry Hines,A Kestrel For a Knave
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barry Hines,The Game Keeper
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Halldor Laxness,Salka Valka
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Joseph Heller,Something Happened
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Joseph Heller,Catch 22
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Ian McGuire,The North Water
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Shirley Barrett,Rush Oh!
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Laurent Binet,HHhH
The Vet's Daughter,Barbara Comyns,https://www.backlisted.fm/episodes/14-barbara-comyns-the-vets-daughter,Barry Unsworth,Sacred Hunger
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Erskine Childers,Riddle of the Sands
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Erskine Childers,War and the Arme Blanche
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Erskine Childers,German Influence on British Cavalry
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Erskine Childers,The Framework of Home Rule
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Lloyd Shepherd,The Detective and the Devil
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Ann Wroe,Six Facets of Light
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Joanne Harris,Chocolat
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Joanne Harris,Different Class
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Arthur Ransome,We Didn’t Mean to Go to Sea
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,John Buchan,The Thirty
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,George Tomkyns Chesney,The Battle of Dorking
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Riddle of the Sands film,Part 1 Part 2
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Winston Churchill,“No man has done more harm or shown more genuine malice or endeavoured to bring a greater curse upon the common people of Ireland than this strange being
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,Winston Churchill,actuated by a deadly and malignant hatred for the land of his birth”
The Riddle of the Sands,Erskine Childers,https://www.backlisted.fm/episodes/episode-15-erskine-childers-riddle-of-the-sands,George Bradshaw,Bradshaw’s Continental Railway Guide
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Jill Tweedy,Letters From a Fainthearted Feminist
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Jill Tweedy,Eating Children
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Jill Tweedy,Internal Affairs
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Jill Tweedy,Bliss
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Emeric Pressburger,The Glass Pearls
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Alexander Masters,A Life Discarded: 148 Diaries Found in the Trash
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Alexander Masters,Stuart: A Life Backwards
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Alexander Masters,Simon: The Genius in My Basement
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Shirley Conran,Lace
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,E. M. Delafield,Diary of a Provincial Lady
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Bridget Christie,A Book For Her
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Claire Longrigg,Mafia Women
Letters from a Fainthearted Feminist,Jill Tweedy,https://www.backlisted.fm/episodes/16-jill-tweedy-letters-from-a-fainthearted-feminist,Ban Ki,Moon
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,David Seabrook,All the Devils Are Here
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Andy Miller,The Year of Reading Dangerously
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Richard King,Original Rockers
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Richard King,How Soon Is Now
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Denton Welch,Maiden Voyage
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Denton Welch,In Youth Is Pleasure
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Denton Welch,The Journals of Denton Welch
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Denton Welch,A Voice Through a Cloud
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Jay Griffiths,Wild: An Elemental Journey
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Jay Griffiths,Tristimania: A Diary of Manic Depression
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Kay Redfield Jamison,Unquiet Mind
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Sjon,Moonstone
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,F. Scott Fitzgerald,The Great Gatsby
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Stevie Smith,Novel on Yellow Paper
Maiden Voyage,Denton Welch,https://www.backlisted.fm/episodes/17-denton-welch-maiden-voyage,Derek Jarman,Modern Nature: The Journals of Derek Jarman
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Salena Godden,Springfield Road
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Hubert Selby Jr,Last Exit To Brooklyn
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Hubert Selby Jr,The Queen Is Dead
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Hubert Selby Jr,Requiem for a Dream
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Hubert Selby Jr,The Demon
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,William Golding,The Spire
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,William Golding,Lord of the Flies
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,William Golding,The Inheritors
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Sylvia Townsend Warner,The Corner That Held Them
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Jean Rhys,Wide Sargasso Sea
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Joseph Heller,Catch 22
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Francis Spufford,The Child That Books Built
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Francis Spufford,Golden Hill
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,Francis Spufford,I May Be Some Time: Ice and the English Imagination
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,George Eliot,Middlemarch
Last Exit to Brooklyn,Hubert Selby Jr,https://www.backlisted.fm/episodes/18-hubert-selby-jr-last-exit-to-brooklyn,D. H. Lawrence,Lady Chatterley’s Lover
